"Notes"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	"Crude Rate"
	"15-19 years"	"15-19"	"2000"	"2000"	"Legal intervention and operations of war"	"Y35-Y36"	27	20219890	0.1
	"15-19 years"	"15-19"	"2000"	"2000"	"Complications of medical and surgical care"	"Y40-Y84"	9	20219890	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2000"	"2000"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	39	20219890	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Tuberculosis"	"A16-A19"	6	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other bacterial diseases"	"A30-A49"	105	20456284	0.5
	"15-19 years"	"15-19"	"2001"	"2001"	"Viral infections of the central nervous system"	"A80-A89"	10	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	3	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Viral hepatitis"	"B15-B19"	9	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	42	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Other viral diseases"	"B25-B34"	9	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Mycoses"	"B35-B49"	12	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Malignant neoplasms"	"C00-C97"	732	20456284	3.6
	"15-19 years"	"15-19"	"2001"	"2001"	"Benign neoplasms"	"D10-D36"	12	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	35	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Haemolytic anaemias"	"D55-D59"	27	20456284	0.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Aplastic and other anaemias"	"D60-D64"	21	20456284	0.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	12	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other diseases of blood and blood-forming organs"	"D70-D76"	6	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Certain disorders involving the immune mechanism"	"D80-D89"	6	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Disorders of thyroid gland"	"E00-E07"	4	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Diabetes mellitus"	"E10-E14"	48	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Disorders of other endocrine glands"	"E20-E34"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Malnutrition"	"E40-E46"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Obesity and other hyperalimentation"	"E65-E68"	11	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Metabolic disorders"	"E70-E88"	128	20456284	0.6
	"15-19 years"	"15-19"	"2001"	"2001"	"Organic, including symptomatic, mental disorders"	"F01-F09"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	59	20456284	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Mood [affective] disorders"	"F30-F39"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Mental retardation"	"F70-F79"	10	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Disorders of psychological development"	"F80-F89"	5	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Unspecified mental disorder"	"F99-F99"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Inflammatory diseases of the central nervous system"	"G00-G09"	34	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	15	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Extrapyramidal and movement disorders"	"G20-G25"	4	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other degenerative diseases of the nervous system"	"G30-G31"	4	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Demyelinating diseases of the central nervous system"	"G35-G37"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Episodic and paroxysmal disorders"	"G40-G47"	43	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Diseases of myoneural junction and muscle"	"G70-G72"	116	20456284	0.6
	"15-19 years"	"15-19"	"2001"	"2001"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	145	20456284	0.7
	"15-19 years"	"15-19"	"2001"	"2001"	"Other disorders of the nervous system"	"G90-G98"	40	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Disorders of ocular muscles, binocular movement, accommodation and refraction"	"H49-H52"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Chronic rheumatic heart diseases"	"I05-I09"	3	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Hypertensive diseases"	"I10-I15"	13	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Ischaemic heart diseases"	"I20-I25"	31	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	34	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Other forms of heart disease"	"I30-I51"	271	20456284	1.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Cerebrovascular diseases"	"I60-I69"	68	20456284	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	23	20456284	0.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	10	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Acute upper respiratory infections"	"J00-J06"	5	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Influenza and pneumonia"	"J09-J18"	66	20456284	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Other diseases of upper respiratory tract"	"J30-J39"	9	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Chronic lower respiratory diseases"	"J40-J47"	74	20456284	0.4
	"15-19 years"	"15-19"	"2001"	"2001"	"Lung diseases due to external agents"	"J60-J70"	10	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	21	20456284	0.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other diseases of pleura"	"J90-J94"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other diseases of the respiratory system"	"J96-J98"	17	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	10	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Diseases of appendix"	"K35-K38"	5	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Hernia"	"K40-K46"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Noninfective enteritis and colitis"	"K50-K52"	6	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other diseases of intestines"	"K55-K63"	15	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Diseases of peritoneum"	"K65-K66"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Diseases of liver"	"K70-K76"	23	20456284	0.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	12	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	3	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Urticaria and erythema"	"L50-L53"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	5	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Systemic connective tissue disorders"	"M30-M35"	53	20456284	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Dorsopathies"	"M40-M54"	10	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Soft tissue disorders"	"M60-M79"	4	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Glomerular diseases"	"N00-N07"	3	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Renal tubulo-interstitial diseases"	"N10-N15"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Renal failure"	"N17-N19"	18	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other diseases of urinary system"	"N30-N39"	4	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Pregnancy with abortive outcome"	"O00-O07"	6	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	7	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Complications of labour and delivery"	"O60-O75"	6	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Complications predominantly related to the puerperium"	"O85-O92"	13	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	4	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Infections specific to the perinatal period"	"P35-P39"	3	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other disorders originating in the perinatal period"	"P90-P96"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Congenital malformations of the nervous system"	"Q00-Q07"	46	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Congenital malformations of the circulatory system"	"Q20-Q28"	146	20456284	0.7
	"15-19 years"	"15-19"	"2001"	"2001"	"Other congenital malformations of the digestive system"	"Q38-Q45"	6	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Congenital malformations of the urinary system"	"Q60-Q64"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	8	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Other congenital malformations"	"Q80-Q89"	28	20456284	0.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	19	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	7	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Symptoms and signs involving speech and voice"	"R47-R49"	1	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"General symptoms and signs"	"R50-R68"	50	20456284	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Ill-defined and unknown causes of mortality"	"R95-R99"	300	20456284	1.5
	"15-19 years"	"15-19"	"2001"	"2001"	"Provisional assignment of new diseases of uncertain etiology"	"U00-U49"	2	20456284	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Transport accidents"	"V01-V99"	5372	20456284	26.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	1239	20456284	6.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	1605	20456284	7.8
	"15-19 years"	"15-19"	"2001"	"2001"	"Assault"	"X85-Y09"	1885	20456284	9.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	132	20456284	0.6
	"15-19 years"	"15-19"	"2001"	"2001"	"Legal intervention and operations of war"	"Y35-Y36"	26	20456284	0.1
	"15-19 years"	"15-19"	"2001"	"2001"	"Complications of medical and surgical care"	"Y40-Y84"	17	20456284	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2001"	"2001"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	54	20456284	0.3
	"15-19 years"	"15-19"	"2002"	"2002"	"Intestinal infectious diseases"	"A00-A09"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Certain zoonotic bacterial diseases"	"A20-A28"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other bacterial diseases"	"A30-A49"	78	20610370	0.4
	"15-19 years"	"15-19"	"2002"	"2002"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Viral infections of the central nervous system"	"A80-A89"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Viral hepatitis"	"B15-B19"	12	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	38	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Other viral diseases"	"B25-B34"	15	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Mycoses"	"B35-B49"	6	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Protozoal diseases"	"B50-B64"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	3	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other infectious diseases"	"B99-B99"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Malignant neoplasms"	"C00-C97"	723	20610370	3.5
	"15-19 years"	"15-19"	"2002"	"2002"	"In situ neoplasms"	"D00-D09"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Benign neoplasms"	"D10-D36"	4	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	36	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Nutritional anaemias"	"D50-D53"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Haemolytic anaemias"	"D55-D59"	26	20610370	0.1
	"15-19 years"	"15-19"	"2002"	"2002"	"Aplastic and other anaemias"	"D60-D64"	14	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	15	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other diseases of blood and blood-forming organs"	"D70-D76"	6	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Certain disorders involving the immune mechanism"	"D80-D89"	9	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Disorders of thyroid gland"	"E00-E07"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Diabetes mellitus"	"E10-E14"	55	20610370	0.3
	"15-19 years"	"15-19"	"2002"	"2002"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Disorders of other endocrine glands"	"E20-E34"	7	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Malnutrition"	"E40-E46"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Obesity and other hyperalimentation"	"E65-E68"	13	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Metabolic disorders"	"E70-E88"	110	20610370	0.5
	"15-19 years"	"15-19"	"2002"	"2002"	"Organic, including symptomatic, mental disorders"	"F01-F09"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	49	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Mood [affective] disorders"	"F30-F39"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	4	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Mental retardation"	"F70-F79"	8	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Disorders of psychological development"	"F80-F89"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Inflammatory diseases of the central nervous system"	"G00-G09"	29	20610370	0.1
	"15-19 years"	"15-19"	"2002"	"2002"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	9	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Extrapyramidal and movement disorders"	"G20-G25"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other degenerative diseases of the nervous system"	"G30-G31"	4	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Demyelinating diseases of the central nervous system"	"G35-G37"	3	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Episodic and paroxysmal disorders"	"G40-G47"	32	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Diseases of myoneural junction and muscle"	"G70-G72"	94	20610370	0.5
	"15-19 years"	"15-19"	"2002"	"2002"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	144	20610370	0.7
	"15-19 years"	"15-19"	"2002"	"2002"	"Other disorders of the nervous system"	"G90-G98"	44	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Disorders of ocular muscles, binocular movement, accommodation and refraction"	"H49-H52"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Chronic rheumatic heart diseases"	"I05-I09"	8	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Hypertensive diseases"	"I10-I15"	9	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Ischaemic heart diseases"	"I20-I25"	30	20610370	0.1
	"15-19 years"	"15-19"	"2002"	"2002"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	41	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Other forms of heart disease"	"I30-I51"	321	20610370	1.6
	"15-19 years"	"15-19"	"2002"	"2002"	"Cerebrovascular diseases"	"I60-I69"	53	20610370	0.3
	"15-19 years"	"15-19"	"2002"	"2002"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	31	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	10	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Acute upper respiratory infections"	"J00-J06"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Influenza and pneumonia"	"J09-J18"	75	20610370	0.4
	"15-19 years"	"15-19"	"2002"	"2002"	"Other acute lower respiratory infections"	"J20-J22"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other diseases of upper respiratory tract"	"J30-J39"	4	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Chronic lower respiratory diseases"	"J40-J47"	93	20610370	0.5
	"15-19 years"	"15-19"	"2002"	"2002"	"Lung diseases due to external agents"	"J60-J70"	16	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	23	20610370	0.1
	"15-19 years"	"15-19"	"2002"	"2002"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	4	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other diseases of pleura"	"J90-J94"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other diseases of the respiratory system"	"J96-J98"	17	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Diseases of appendix"	"K35-K38"	7	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Hernia"	"K40-K46"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Noninfective enteritis and colitis"	"K50-K52"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other diseases of intestines"	"K55-K63"	18	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Diseases of peritoneum"	"K65-K66"	6	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Diseases of liver"	"K70-K76"	20	20610370	0.1
	"15-19 years"	"15-19"	"2002"	"2002"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	18	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other diseases of the digestive system"	"K90-K92"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	8	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Arthropathies"	"M00-M25"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Systemic connective tissue disorders"	"M30-M35"	35	20610370	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Dorsopathies"	"M40-M54"	10	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Soft tissue disorders"	"M60-M79"	3	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Glomerular diseases"	"N00-N07"	4	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Renal tubulo-interstitial diseases"	"N10-N15"	2	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Renal failure"	"N17-N19"	17	20610370	0.1 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other disorders of kidney and ureter"	"N25-N28"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other diseases of urinary system"	"N30-N39"	6	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Noninflammatory disorders of female genital tract"	"N80-N98"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	6	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Complications of labour and delivery"	"O60-O75"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Complications predominantly related to the puerperium"	"O85-O92"	6	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	5	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	7	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Infections specific to the perinatal period"	"P35-P39"	4	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	1	20610370	0.0 (Unreliable)
	"15-19 years"	"15-19"	"2002"	"2002"	"Other disorders originating in the perinatal period"	"P90-P96"	2	20610370	0.0 (Unreliable)
